GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JTIE001,NAME_M,JTIM001
"G53006100519221","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051922","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519221",,,"Block Group 1, Census Tract 519.22, Snohomish County, Washington",421800,"Block Group 1, Census Tract 519.22, Snohomish County, Washington",38674
"G53006100519222","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051922","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519222",,,"Block Group 2, Census Tract 519.22, Snohomish County, Washington",390700,"Block Group 2, Census Tract 519.22, Snohomish County, Washington",49372
"G53006100519223","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051922","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519223",,,"Block Group 3, Census Tract 519.22, Snohomish County, Washington",368800,"Block Group 3, Census Tract 519.22, Snohomish County, Washington",30861
"G53006100519231","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051923","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519231",,,"Block Group 1, Census Tract 519.23, Snohomish County, Washington",351600,"Block Group 1, Census Tract 519.23, Snohomish County, Washington",97856
"G53006100519232","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051923","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519232",,,"Block Group 2, Census Tract 519.23, Snohomish County, Washington",316600,"Block Group 2, Census Tract 519.23, Snohomish County, Washington",40641
"G53006100519233","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051923","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519233",,,"Block Group 3, Census Tract 519.23, Snohomish County, Washington",423800,"Block Group 3, Census Tract 519.23, Snohomish County, Washington",36314
"G53006100519241","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051924","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519241",,,"Block Group 1, Census Tract 519.24, Snohomish County, Washington",380200,"Block Group 1, Census Tract 519.24, Snohomish County, Washington",72311
"G53006100519242","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051924","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519242",,,"Block Group 2, Census Tract 519.24, Snohomish County, Washington",384600,"Block Group 2, Census Tract 519.24, Snohomish County, Washington",42511
"G53006100519243","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051924","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519243",,,"Block Group 3, Census Tract 519.24, Snohomish County, Washington",363600,"Block Group 3, Census Tract 519.24, Snohomish County, Washington",25760
"G53006100519251","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051925","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519251",,,"Block Group 1, Census Tract 519.25, Snohomish County, Washington",486500,"Block Group 1, Census Tract 519.25, Snohomish County, Washington",39620
"G53006100519252","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051925","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519252",,,"Block Group 2, Census Tract 519.25, Snohomish County, Washington",485500,"Block Group 2, Census Tract 519.25, Snohomish County, Washington",56555
"G53006100519253","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051925","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519253",,,"Block Group 3, Census Tract 519.25, Snohomish County, Washington",430000,"Block Group 3, Census Tract 519.25, Snohomish County, Washington",114405
"G53006100519254","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051925","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519254",,,"Block Group 4, Census Tract 519.25, Snohomish County, Washington",461400,"Block Group 4, Census Tract 519.25, Snohomish County, Washington",48767
"G53006100519261","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051926","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519261",,,"Block Group 1, Census Tract 519.26, Snohomish County, Washington",626000,"Block Group 1, Census Tract 519.26, Snohomish County, Washington",43914
"G53006100519262","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051926","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519262",,,"Block Group 2, Census Tract 519.26, Snohomish County, Washington",480200,"Block Group 2, Census Tract 519.26, Snohomish County, Washington",84366
"G53006100519263","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051926","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519263",,,"Block Group 3, Census Tract 519.26, Snohomish County, Washington",570200,"Block Group 3, Census Tract 519.26, Snohomish County, Washington",56443
"G53006100519271","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051927","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519271",,,"Block Group 1, Census Tract 519.27, Snohomish County, Washington",427500,"Block Group 1, Census Tract 519.27, Snohomish County, Washington",43319
"G53006100519272","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051927","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519272",,,"Block Group 2, Census Tract 519.27, Snohomish County, Washington",402200,"Block Group 2, Census Tract 519.27, Snohomish County, Washington",35843
"G53006100519273","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051927","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519273",,,"Block Group 3, Census Tract 519.27, Snohomish County, Washington",415800,"Block Group 3, Census Tract 519.27, Snohomish County, Washington",57684
"G53006100519281","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051928","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519281",,,"Block Group 1, Census Tract 519.28, Snohomish County, Washington",428600,"Block Group 1, Census Tract 519.28, Snohomish County, Washington",30182
"G53006100519282","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051928","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519282",,,"Block Group 2, Census Tract 519.28, Snohomish County, Washington",394400,"Block Group 2, Census Tract 519.28, Snohomish County, Washington",82700
"G53006100519283","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"051928","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610519283",,,"Block Group 3, Census Tract 519.28, Snohomish County, Washington",307500,"Block Group 3, Census Tract 519.28, Snohomish County, Washington",61138
"G53006100520031","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052003","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520031",,,"Block Group 1, Census Tract 520.03, Snohomish County, Washington",384000,"Block Group 1, Census Tract 520.03, Snohomish County, Washington",39483
"G53006100520032","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052003","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520032",,,"Block Group 2, Census Tract 520.03, Snohomish County, Washington",449200,"Block Group 2, Census Tract 520.03, Snohomish County, Washington",34620
"G53006100520033","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052003","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520033",,,"Block Group 3, Census Tract 520.03, Snohomish County, Washington",342200,"Block Group 3, Census Tract 520.03, Snohomish County, Washington",29980
"G53006100520034","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052003","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520034",,,"Block Group 4, Census Tract 520.03, Snohomish County, Washington",464300,"Block Group 4, Census Tract 520.03, Snohomish County, Washington",19377
"G53006100520041","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052004","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520041",,,"Block Group 1, Census Tract 520.04, Snohomish County, Washington",614000,"Block Group 1, Census Tract 520.04, Snohomish County, Washington",37061
"G53006100520042","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052004","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520042",,,"Block Group 2, Census Tract 520.04, Snohomish County, Washington",361800,"Block Group 2, Census Tract 520.04, Snohomish County, Washington",19291
"G53006100520043","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052004","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520043",,,"Block Group 3, Census Tract 520.04, Snohomish County, Washington",374500,"Block Group 3, Census Tract 520.04, Snohomish County, Washington",42198
"G53006100520044","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052004","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520044",,,"Block Group 4, Census Tract 520.04, Snohomish County, Washington",385900,"Block Group 4, Census Tract 520.04, Snohomish County, Washington",36329
"G53006100520051","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052005","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520051",,,"Block Group 1, Census Tract 520.05, Snohomish County, Washington",269600,"Block Group 1, Census Tract 520.05, Snohomish County, Washington",52705
"G53006100520052","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052005","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520052",,,"Block Group 2, Census Tract 520.05, Snohomish County, Washington",458900,"Block Group 2, Census Tract 520.05, Snohomish County, Washington",17002
"G53006100520053","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052005","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520053",,,"Block Group 3, Census Tract 520.05, Snohomish County, Washington",589100,"Block Group 3, Census Tract 520.05, Snohomish County, Washington",78391
"G53006100520054","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052005","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520054",,,"Block Group 4, Census Tract 520.05, Snohomish County, Washington",430300,"Block Group 4, Census Tract 520.05, Snohomish County, Washington",41154
"G53006100520061","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052006","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520061",,,"Block Group 1, Census Tract 520.06, Snohomish County, Washington",559000,"Block Group 1, Census Tract 520.06, Snohomish County, Washington",27694
"G53006100520062","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052006","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520062",,,"Block Group 2, Census Tract 520.06, Snohomish County, Washington",378900,"Block Group 2, Census Tract 520.06, Snohomish County, Washington",20056
"G53006100520063","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052006","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520063",,,"Block Group 3, Census Tract 520.06, Snohomish County, Washington",352500,"Block Group 3, Census Tract 520.06, Snohomish County, Washington",17727
"G53006100520071","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052007","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520071",,,"Block Group 1, Census Tract 520.07, Snohomish County, Washington",366800,"Block Group 1, Census Tract 520.07, Snohomish County, Washington",28975
"G53006100520072","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052007","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520072",,,"Block Group 2, Census Tract 520.07, Snohomish County, Washington",382700,"Block Group 2, Census Tract 520.07, Snohomish County, Washington",28918
"G53006100520073","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052007","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610520073",,,"Block Group 3, Census Tract 520.07, Snohomish County, Washington",333400,"Block Group 3, Census Tract 520.07, Snohomish County, Washington",13210
"G53006100521041","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052104","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521041",,,"Block Group 1, Census Tract 521.04, Snohomish County, Washington",338900,"Block Group 1, Census Tract 521.04, Snohomish County, Washington",17727
"G53006100521042","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052104","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521042",,,"Block Group 2, Census Tract 521.04, Snohomish County, Washington",388700,"Block Group 2, Census Tract 521.04, Snohomish County, Washington",85726
"G53006100521043","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052104","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521043",,,"Block Group 3, Census Tract 521.04, Snohomish County, Washington",367800,"Block Group 3, Census Tract 521.04, Snohomish County, Washington",22787
"G53006100521051","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052105","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521051",,,"Block Group 1, Census Tract 521.05, Snohomish County, Washington",337200,"Block Group 1, Census Tract 521.05, Snohomish County, Washington",123358
"G53006100521052","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052105","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521052",,,"Block Group 2, Census Tract 521.05, Snohomish County, Washington",469400,"Block Group 2, Census Tract 521.05, Snohomish County, Washington",94810
"G53006100521071","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052107","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521071",,,"Block Group 1, Census Tract 521.07, Snohomish County, Washington",399200,"Block Group 1, Census Tract 521.07, Snohomish County, Washington",97087
"G53006100521072","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052107","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521072",,,"Block Group 2, Census Tract 521.07, Snohomish County, Washington",608500,"Block Group 2, Census Tract 521.07, Snohomish County, Washington",73389
"G53006100521081","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052108","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521081",,,"Block Group 1, Census Tract 521.08, Snohomish County, Washington",555300,"Block Group 1, Census Tract 521.08, Snohomish County, Washington",46805
"G53006100521082","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052108","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521082",,,"Block Group 2, Census Tract 521.08, Snohomish County, Washington",478900,"Block Group 2, Census Tract 521.08, Snohomish County, Washington",68280
"G53006100521083","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052108","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521083",,,"Block Group 3, Census Tract 521.08, Snohomish County, Washington",472500,"Block Group 3, Census Tract 521.08, Snohomish County, Washington",39400
"G53006100521121","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052112","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521121",,,"Block Group 1, Census Tract 521.12, Snohomish County, Washington",472200,"Block Group 1, Census Tract 521.12, Snohomish County, Washington",153430
"G53006100521122","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052112","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521122",,,"Block Group 2, Census Tract 521.12, Snohomish County, Washington",454300,"Block Group 2, Census Tract 521.12, Snohomish County, Washington",42550
"G53006100521131","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052113","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521131",,,"Block Group 1, Census Tract 521.13, Snohomish County, Washington",537200,"Block Group 1, Census Tract 521.13, Snohomish County, Washington",55786
"G53006100521132","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052113","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521132",,,"Block Group 2, Census Tract 521.13, Snohomish County, Washington",541700,"Block Group 2, Census Tract 521.13, Snohomish County, Washington",72847
"G53006100521141","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052114","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521141",,,"Block Group 1, Census Tract 521.14, Snohomish County, Washington",587900,"Block Group 1, Census Tract 521.14, Snohomish County, Washington",28903
"G53006100521142","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052114","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521142",,,"Block Group 2, Census Tract 521.14, Snohomish County, Washington",367800,"Block Group 2, Census Tract 521.14, Snohomish County, Washington",15893
"G53006100521143","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052114","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521143",,,"Block Group 3, Census Tract 521.14, Snohomish County, Washington",463400,"Block Group 3, Census Tract 521.14, Snohomish County, Washington",64588
"G53006100521151","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052115","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521151",,,"Block Group 1, Census Tract 521.15, Snohomish County, Washington",372200,"Block Group 1, Census Tract 521.15, Snohomish County, Washington",17059
"G53006100521152","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052115","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521152",,,"Block Group 2, Census Tract 521.15, Snohomish County, Washington",324800,"Block Group 2, Census Tract 521.15, Snohomish County, Washington",26324
"G53006100521153","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052115","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521153",,,"Block Group 3, Census Tract 521.15, Snohomish County, Washington",287000,"Block Group 3, Census Tract 521.15, Snohomish County, Washington",57729
"G53006100521154","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052115","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521154",,,"Block Group 4, Census Tract 521.15, Snohomish County, Washington",289400,"Block Group 4, Census Tract 521.15, Snohomish County, Washington",19014
"G53006100521155","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052115","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521155",,,"Block Group 5, Census Tract 521.15, Snohomish County, Washington",389200,"Block Group 5, Census Tract 521.15, Snohomish County, Washington",32657
"G53006100521156","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052115","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521156",,,"Block Group 6, Census Tract 521.15, Snohomish County, Washington",355100,"Block Group 6, Census Tract 521.15, Snohomish County, Washington",5252
"G53006100521181","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052118","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521181",,,"Block Group 1, Census Tract 521.18, Snohomish County, Washington",472500,"Block Group 1, Census Tract 521.18, Snohomish County, Washington",21675
"G53006100521182","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052118","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521182",,,"Block Group 2, Census Tract 521.18, Snohomish County, Washington",443000,"Block Group 2, Census Tract 521.18, Snohomish County, Washington",32754
"G53006100521183","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052118","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610521183",,,"Block Group 3, Census Tract 521.18, Snohomish County, Washington",366100,"Block Group 3, Census Tract 521.18, Snohomish County, Washington",10438
"G53006100522031","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052203","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522031",,,"Block Group 1, Census Tract 522.03, Snohomish County, Washington",389200,"Block Group 1, Census Tract 522.03, Snohomish County, Washington",32438
"G53006100522032","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052203","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522032",,,"Block Group 2, Census Tract 522.03, Snohomish County, Washington",358100,"Block Group 2, Census Tract 522.03, Snohomish County, Washington",15463
"G53006100522033","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052203","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522033",,,"Block Group 3, Census Tract 522.03, Snohomish County, Washington",360500,"Block Group 3, Census Tract 522.03, Snohomish County, Washington",22487
"G53006100522041","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052204","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522041",,,"Block Group 1, Census Tract 522.04, Snohomish County, Washington",294100,"Block Group 1, Census Tract 522.04, Snohomish County, Washington",49960
"G53006100522042","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052204","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522042",,,"Block Group 2, Census Tract 522.04, Snohomish County, Washington",292500,"Block Group 2, Census Tract 522.04, Snohomish County, Washington",13506
"G53006100522043","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052204","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522043",,,"Block Group 3, Census Tract 522.04, Snohomish County, Washington",324900,"Block Group 3, Census Tract 522.04, Snohomish County, Washington",13949
"G53006100522061","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052206","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522061",,,"Block Group 1, Census Tract 522.06, Snohomish County, Washington",420900,"Block Group 1, Census Tract 522.06, Snohomish County, Washington",49982
"G53006100522062","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052206","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522062",,,"Block Group 2, Census Tract 522.06, Snohomish County, Washington",443300,"Block Group 2, Census Tract 522.06, Snohomish County, Washington",25479
"G53006100522063","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052206","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522063",,,"Block Group 3, Census Tract 522.06, Snohomish County, Washington",441400,"Block Group 3, Census Tract 522.06, Snohomish County, Washington",125305
"G53006100522071","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052207","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522071",,,"Block Group 1, Census Tract 522.07, Snohomish County, Washington",333000,"Block Group 1, Census Tract 522.07, Snohomish County, Washington",29272
"G53006100522072","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052207","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522072",,,"Block Group 2, Census Tract 522.07, Snohomish County, Washington",402200,"Block Group 2, Census Tract 522.07, Snohomish County, Washington",54037
"G53006100522073","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052207","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522073",,,"Block Group 3, Census Tract 522.07, Snohomish County, Washington",394700,"Block Group 3, Census Tract 522.07, Snohomish County, Washington",38882
"G53006100522074","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052207","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522074",,,"Block Group 4, Census Tract 522.07, Snohomish County, Washington",392900,"Block Group 4, Census Tract 522.07, Snohomish County, Washington",55644
"G53006100522081","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052208","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522081",,,"Block Group 1, Census Tract 522.08, Snohomish County, Washington",271500,"Block Group 1, Census Tract 522.08, Snohomish County, Washington",34907
"G53006100522082","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052208","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522082",,,"Block Group 2, Census Tract 522.08, Snohomish County, Washington",287300,"Block Group 2, Census Tract 522.08, Snohomish County, Washington",13933
"G53006100522083","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052208","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522083",,,"Block Group 3, Census Tract 522.08, Snohomish County, Washington",230000,"Block Group 3, Census Tract 522.08, Snohomish County, Washington",97164
"G53006100522091","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052209","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522091",,,"Block Group 1, Census Tract 522.09, Snohomish County, Washington",247400,"Block Group 1, Census Tract 522.09, Snohomish County, Washington",155367
"G53006100522092","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052209","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522092",,,"Block Group 2, Census Tract 522.09, Snohomish County, Washington",296800,"Block Group 2, Census Tract 522.09, Snohomish County, Washington",56381
"G53006100522093","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052209","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610522093",,,"Block Group 3, Census Tract 522.09, Snohomish County, Washington",259700,"Block Group 3, Census Tract 522.09, Snohomish County, Washington",41181
"G53006100523011","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052301","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610523011",,,"Block Group 1, Census Tract 523.01, Snohomish County, Washington",334800,"Block Group 1, Census Tract 523.01, Snohomish County, Washington",85404
"G53006100523012","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052301","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610523012",,,"Block Group 2, Census Tract 523.01, Snohomish County, Washington",442600,"Block Group 2, Census Tract 523.01, Snohomish County, Washington",72638
"G53006100523013","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052301","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610523013",,,"Block Group 3, Census Tract 523.01, Snohomish County, Washington",385300,"Block Group 3, Census Tract 523.01, Snohomish County, Washington",48627
"G53006100523014","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052301","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610523014",,,"Block Group 4, Census Tract 523.01, Snohomish County, Washington",486600,"Block Group 4, Census Tract 523.01, Snohomish County, Washington",58032
"G53006100523021","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052302","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610523021",,,"Block Group 1, Census Tract 523.02, Snohomish County, Washington",371500,"Block Group 1, Census Tract 523.02, Snohomish County, Washington",67669
"G53006100523022","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052302","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610523022",,,"Block Group 2, Census Tract 523.02, Snohomish County, Washington",513700,"Block Group 2, Census Tract 523.02, Snohomish County, Washington",89369
"G53006100523023","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052302","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610523023",,,"Block Group 3, Census Tract 523.02, Snohomish County, Washington",421000,"Block Group 3, Census Tract 523.02, Snohomish County, Washington",83066
"G53006100524011","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052401","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610524011",,,"Block Group 1, Census Tract 524.01, Snohomish County, Washington",336100,"Block Group 1, Census Tract 524.01, Snohomish County, Washington",34708
"G53006100524012","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052401","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610524012",,,"Block Group 2, Census Tract 524.01, Snohomish County, Washington",314800,"Block Group 2, Census Tract 524.01, Snohomish County, Washington",43086
"G53006100524013","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052401","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610524013",,,"Block Group 3, Census Tract 524.01, Snohomish County, Washington",324100,"Block Group 3, Census Tract 524.01, Snohomish County, Washington",48361
"G53006100524014","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052401","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610524014",,,"Block Group 4, Census Tract 524.01, Snohomish County, Washington",319200,"Block Group 4, Census Tract 524.01, Snohomish County, Washington",89942
"G53006100524021","2006-2010","WA",,,"Washington","53","Snohomish County","061",,,"052402","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US530610524021",,,"Block Group 1, Census Tract 524.02, Snohomish County, Washington",301300,"Block Group 1, Census Tract 524.02, Snohomish County, Washington",36734
