GEOID1,GEOID2,FULL1_NAME,FULL2_NAME,variable,estimate,moe,centroid1,centroid2,GISJOIN.x,YEAR.x,NAME_E.x,median_cost.x,YEAR.y,CBSAA.y,NAME_E.y,median_cost.y,housing_chg,GISJOIN.y,CBSA,chg_white_2010_2020,chg_black_2010_2020,chg_aiak_2010_2020,chg_asian_2010_2020,chg_nhpi_2010_2020,chg_other_2010_2020,chg_twoplus_2010_2020
42660,17300,"Seattle-Tacoma-Bellevue, WA Metro Area","Clarksville, TN-KY Metro Area",MOVEDOUT,347,243,"c(-121.881387433741, 47.5574033466574)","c(-87.623055785676, 36.69294910928)",G17300,2011-2015,"Clarksville, TN-KY Metro Area",137500,2016-2020,17300,"Clarksville, TN-KY Metro Area",165100,27600,G17300,"Clarksville, TN-KY Metro Area",10207.98999999999,11172,126,1774,279,4573,18454
42660,17420,"Seattle-Tacoma-Bellevue, WA Metro Area","Cleveland, TN Metro Area",MOVEDOUT,6,9,"c(-121.881387433741, 47.5574033466574)","c(-84.6673899441534, 35.1345576405014)",G17420,2011-2015,"Cleveland, TN Metro Area",141400,2016-2020,17420,"Cleveland, TN Metro Area",161600,20200,G17420,"Cleveland, TN Metro Area",201.89999999999418,1031,120,371,80,1564,7007.99
42660,17460,"Seattle-Tacoma-Bellevue, WA Metro Area","Cleveland-Elyria, OH Metro Area",MOVEDOUT,246,131,"c(-121.881387433741, 47.5574033466574)","c(-81.6612133610748, 41.5923628855088)",G17460,2011-2015,"Cleveland-Elyria, OH Metro Area",138900,2016-2020,17460,"Cleveland-Elyria, OH Metro Area",156200,17300,G17460,"Cleveland-Elyria-Mentor, OH Metro Area",-99194.67999999993,-6323,703,13330,120,18279,84064.74
42660,17660,"Seattle-Tacoma-Bellevue, WA Metro Area","Coeur d'Alene, ID Metro Area",MOVEDOUT,487,170,"c(-121.881387433741, 47.5574033466574)","c(-116.700012719675, 47.6745558127339)",G17660,2011-2015,"Coeur d'Alene, ID Metro Area",185700,2016-2020,17660,"Coeur d'Alene, ID Metro Area",294100,108400,G17660,"Coeur d'Alene, ID Metro Area",21632.570000000007,106,144,459,87,1277,9202.19
42660,17780,"Seattle-Tacoma-Bellevue, WA Metro Area","College Station-Bryan, TX Metro Area",MOVEDOUT,42,48,"c(-121.881387433741, 47.5574033466574)","c(-96.4889183659587, 30.7565091470278)",G17780,2011-2015,"College Station-Bryan, TX Metro Area",150000,2016-2020,17780,"College Station-Bryan, TX Metro Area",201900,51900,G17780,"College Station-Bryan, TX Metro Area",-4593.010000000009,2326.9900000000016,790,4727,131,8911,27295
42660,17820,"Seattle-Tacoma-Bellevue, WA Metro Area","Colorado Springs, CO Metro Area",MOVEDOUT,705,340,"c(-121.881387433741, 47.5574033466574)","c(-104.657933022342, 38.8425101043517)",G17820,2011-2015,"Colorado Springs, CO Metro Area",219300,2016-2020,17820,"Colorado Springs, CO Metro Area",300400,81100,G17820,"Colorado Springs, CO Metro Area",20204.93000000005,5355,1542,5463,897,12674.599999999999,63343.97
42660,17860,"Seattle-Tacoma-Bellevue, WA Metro Area","Columbia, MO Metro Area",MOVEDOUT,1,2,"c(-121.881387433741, 47.5574033466574)","c(-92.4666595084017, 39.0522894618438)",G17860,2011-2015,"Columbia, MO Metro Area",169400,2016-2020,17860,"Columbia, MO Metro Area",189900,20500,G17860,"Columbia, MO Metro Area",4955,2999,-7,1677,31,2200,9120
42660,17900,"Seattle-Tacoma-Bellevue, WA Metro Area","Columbia, SC Metro Area",MOVEDOUT,546,364,"c(-121.881387433741, 47.5574033466574)","c(-81.0424371013997, 34.0917590069465)",G17900,2011-2015,"Columbia, SC Metro Area",140600,2016-2020,17900,"Columbia, SC Metro Area",159700,19100,G17900,"Columbia, SC Metro Area",-1352.219999999972,13985.359999999986,648,6021,64,7958.240000000002,34531.96
42660,17980,"Seattle-Tacoma-Bellevue, WA Metro Area","Columbus, GA-AL Metro Area",MOVEDOUT,675,245,"c(-121.881387433741, 47.5574033466574)","c(-84.9087558609507, 32.4414364029334)",G17980,2011-2015,"Columbus, GA-AL Metro Area",135700,2016-2020,17980,"Columbus, GA-AL Metro Area",146300,10600,G17980,"Columbus, GA-AL Metro Area",-7845.040000000008,12282.609999999986,64,1864,197,2902,13513
42660,18020,"Seattle-Tacoma-Bellevue, WA Metro Area","Columbus, IN Metro Area",MOVEDOUT,71,119,"c(-121.881387433741, 47.5574033466574)","c(-85.8976045363205, 39.2059730264863)",G18020,2011-2015,"Columbus, IN Metro Area",136000,2016-2020,18020,"Columbus, IN Metro Area",163400,27400,G18020,"Columbus, IN Metro Area",-3061,406,96,2758,1,1416,3798
42660,18140,"Seattle-Tacoma-Bellevue, WA Metro Area","Columbus, OH Metro Area",MOVEDOUT,632,284,"c(-121.881387433741, 47.5574033466574)","c(-82.9356696070645, 40.0410947352846)",G18140,2011-2015,"Columbus, OH Metro Area",159100,2016-2020,18140,"Columbus, OH Metro Area",195900,36800,G18140,"Columbus, OH Metro Area",15457.110000000102,61052.109999999986,1910,47825,-208,26390,86514.94
42660,18580,"Seattle-Tacoma-Bellevue, WA Metro Area","Corpus Christi, TX Metro Area",MOVEDOUT,148,166,"c(-121.881387433741, 47.5574033466574)","c(-97.4013046907459, 27.8928384251199)",G18580,2011-2015,"Corpus Christi, TX Metro Area",111500,2016-2020,18580,"Corpus Christi, TX Metro Area",145100,33600,G18580,"Corpus Christi, TX Metro Area",-101695,757,1046,2799,150,13894,100627
42660,18700,"Seattle-Tacoma-Bellevue, WA Metro Area","Corvallis, OR Metro Area",MOVEDOUT,293,119,"c(-121.881387433741, 47.5574033466574)","c(-123.429309156834, 44.4917594724348)",G18700,2011-2015,"Corvallis, OR Metro Area",269700,2016-2020,18700,"Corvallis, OR Metro Area",357900,88200,G18700,"Corvallis, OR Metro Area",105.24000000000524,243,192,1999,79,1153.9899999999998,5832
42660,18880,"Seattle-Tacoma-Bellevue, WA Metro Area","Crestview-Fort Walton Beach-Destin, FL Metro Area",MOVEDOUT,277,203,"c(-121.881387433741, 47.5574033466574)","c(-86.5921750839689, 30.6650297450285)",G18880,2011-2015,"Crestview-Fort Walton Beach-Destin, FL Metro Area",182800,2016-2020,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",236800,54000,G18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",5279,2863,138,1474,135,4425,16532
42660,19100,"Seattle-Tacoma-Bellevue, WA Metro Area","Dallas-Fort Worth-Arlington, TX Metro Area",MOVEDOUT,2447,738,"c(-121.881387433741, 47.5574033466574)","c(-96.9312915512131, 32.8656661278306)",G19100,2011-2015,"Dallas-Fort Worth-Arlington, TX Metro Area",156500,2016-2020,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",236200,79700,G19100,"Dallas-Fort Worth-Arlington, TX Metro Area",-424527.4900000002,259374.96999999997,30669,265139,3195,251127,885865.8600000001
42660,19140,"Seattle-Tacoma-Bellevue, WA Metro Area","Dalton, GA Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-84.8481080974927, 34.7962814464837)",G19140,2011-2015,"Dalton, GA Metro Area",111700,2016-2020,19140,"Dalton, GA Metro Area",136800,25100,G19140,"Dalton, GA Metro Area",-15448,-43,1819,115,-56,2486,11737
42660,19180,"Seattle-Tacoma-Bellevue, WA Metro Area","Danville, IL Metro Area",MOVEDOUT,50,77,"c(-121.881387433741, 47.5574033466574)","c(-87.7328349006841, 40.1834219701597)",G19180,2011-2015,"Danville, IL Metro Area",75800,2016-2020,19180,"Danville, IL Metro Area",80900,5100,G19180,"Danville, IL Metro Area",-10040.910000000003,-150,43,13,-7,455,2250.01
42660,19340,"Seattle-Tacoma-Bellevue, WA Metro Area","Davenport-Moline-Rock Island, IA-IL Metro Area",MOVEDOUT,12,19,"c(-121.881387433741, 47.5574033466574)","c(-90.4659222898112, 41.3968813883514)",G19340,2011-2015,"Davenport-Moline-Rock Island, IA-IL Metro Area",125700,2016-2020,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",141600,15900,G19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",-26274,6019,471,3187,-7,2462,18776
42660,19500,"Seattle-Tacoma-Bellevue, WA Metro Area","Decatur, IL Metro Area",MOVEDOUT,8,16,"c(-121.881387433741, 47.5574033466574)","c(-88.9615967669559, 39.8599951926585)",G19500,2011-2015,"Decatur, IL Metro Area",94900,2016-2020,19500,"Decatur, IL Metro Area",103100,8200,G19500,"Decatur, IL Metro Area",-12051.169999999998,1020,11,397,4,482,3362
42660,19660,"Seattle-Tacoma-Bellevue, WA Metro Area","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",MOVEDOUT,176,191,"c(-121.881387433741, 47.5574033466574)","c(-81.1485721303596, 29.0634519577376)",G19660,2011-2015,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",138900,2016-2020,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",203000,64100,G19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",-8093,5998,307,3122,101,13043,44472
42660,19740,"Seattle-Tacoma-Bellevue, WA Metro Area","Denver-Aurora-Lakewood, CO Metro Area",MOVEDOUT,1237,315,"c(-121.881387433741, 47.5574033466574)","c(-104.894405653183, 39.4337179116065)",G19740,2011-2015,"Denver-Aurora-Lakewood, CO Metro Area",267000,2016-2020,19740,"Denver-Aurora-Lakewood, CO Metro Area",411800,144800,G19740,"Denver-Aurora-Broomfield, CO Metro Area",-5474.639999999898,22965.959999999992,10545.769999999997,43436.23000000001,2177,57184.79999999999,289511.61
42660,19780,"Seattle-Tacoma-Bellevue, WA Metro Area","Des Moines-West Des Moines, IA Metro Area",MOVEDOUT,219,146,"c(-121.881387433741, 47.5574033466574)","c(-93.9404428220063, 41.5478355916972)",G19780,2011-2015,"Des Moines-West Des Moines, IA Metro Area",160100,2016-2020,19780,"Des Moines-West Des Moines, IA Metro Area",193100,33000,G19780,"Des Moines-West Des Moines, IA Metro Area",34629.439999999944,11814,974,12805,82,8076,33644
42660,19820,"Seattle-Tacoma-Bellevue, WA Metro Area","Detroit-Warren-Dearborn, MI Metro Area",MOVEDOUT,399,225,"c(-121.881387433741, 47.5574033466574)","c(-83.2058159435508, 42.7161943754552)",G19820,2011-2015,"Detroit-Warren-Dearborn, MI Metro Area",127500,2016-2020,19820,"Detroit-Warren-Dearborn, MI Metro Area",179100,51600,G19820,"Detroit-Warren-Livonia, MI Metro Area",-160039.9700000002,-19375,-371,70918,186,35868.03,168605.03000000003
42660,20020,"Seattle-Tacoma-Bellevue, WA Metro Area","Dothan, AL Metro Area",MOVEDOUT,11,16,"c(-121.881387433741, 47.5574033466574)","c(-85.4617247104864, 31.2528941099511)",G20020,2011-2015,"Dothan, AL Metro Area",108700,2016-2020,20020,"Dothan, AL Metro Area",131600,22900,G20020,"Dothan, AL Metro Area",-2814,1240,1,503,15,982,5441
42660,20220,"Seattle-Tacoma-Bellevue, WA Metro Area","Dubuque, IA Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-90.8824564626295, 42.4688320158442)",G20220,2011-2015,"Dubuque, IA Metro Area",149400,2016-2020,20220,"Dubuque, IA Metro Area",175300,25900,G20220,"Dubuque, IA Metro Area",222,1640,83,150,541,560,2417
42660,20260,"Seattle-Tacoma-Bellevue, WA Metro Area","Duluth, MN-WI Metro Area",MOVEDOUT,41,46,"c(-121.881387433741, 47.5574033466574)","c(-92.3928273209844, 47.3184378777848)",G20260,2011-2015,"Duluth, MN-WI Metro Area",141000,2016-2020,20260,"Duluth, MN-WI Metro Area",162700,21700,G20260,"Duluth, MN-WI Metro Area",-10834.299999999988,1611,107.36999999999989,44,21,1041,8973.93
42660,20500,"Seattle-Tacoma-Bellevue, WA Metro Area","Durham-Chapel Hill, NC Metro Area",MOVEDOUT,317,263,"c(-121.881387433741, 47.5574033466574)","c(-79.0996550784563, 35.9908595142453)",G20500,2011-2015,"Durham-Chapel Hill, NC Metro Area",197600,2016-2020,20500,"Durham-Chapel Hill, NC Metro Area",245100,47500,G20500,"Durham-Chapel Hill, NC Metro Area",19274.119999999995,7728.079999999987,1369.0100000000002,9067.560000000001,-14,15831.080000000002,31176.29
42660,20700,"Seattle-Tacoma-Bellevue, WA Metro Area","East Stroudsburg, PA Metro Area",MOVEDOUT,8,15,"c(-121.881387433741, 47.5574033466574)","c(-75.3394763256351, 41.058067816122)",G20700,2011-2015,"East Stroudsburg, PA Metro Area",174500,2016-2020,20700,"East Stroudsburg, PA Metro Area",173800,-700,G20700,"East Stroudsburg, PA Micro Area",-20203,2546,108,596,-5,4245,11198
42660,20740,"Seattle-Tacoma-Bellevue, WA Metro Area","Eau Claire, WI Metro Area",MOVEDOUT,56,50,"c(-121.881387433741, 47.5574033466574)","c(-91.2822168306455, 44.9387915959908)",G20740,2011-2015,"Eau Claire, WI Metro Area",150600,2016-2020,20740,"Eau Claire, WI Metro Area",180000,29400,G20740,"Eau Claire, WI Metro Area",2676.529999999999,474,107,1305,57,830,5388
42660,20940,"Seattle-Tacoma-Bellevue, WA Metro Area","El Centro, CA Metro Area",MOVEDOUT,25,39,"c(-121.881387433741, 47.5574033466574)","c(-115.365319730022, 33.0395059947015)",G20940,2011-2015,"El Centro, CA Metro Area",151600,2016-2020,20940,"El Centro, CA Metro Area",206700,55100,G20940,"El Centro, CA Metro Area",-55016,-1411,1207,206,0,18115,42073
42660,21060,"Seattle-Tacoma-Bellevue, WA Metro Area","Elizabethtown-Fort Knox, KY Metro Area",MOVEDOUT,244,176,"c(-121.881387433741, 47.5574033466574)","c(-85.8851819578272, 37.6531158222235)",G21060,2011-2015,"Elizabethtown-Fort Knox, KY Metro Area",137600,2016-2020,21060,"Elizabethtown-Fort Knox, KY Metro Area",153700,16100,G21060,"Elizabethtown, KY Metro Area",-1851,483,-32,177,83,848,6125
42660,21140,"Seattle-Tacoma-Bellevue, WA Metro Area","Elkhart-Goshen, IN Metro Area",MOVEDOUT,48,81,"c(-121.881387433741, 47.5574033466574)","c(-85.858755269227, 41.5973844916738)",G21140,2011-2015,"Elkhart-Goshen, IN Metro Area",124000,2016-2020,21140,"Elkhart-Goshen, IN Metro Area",149300,25300,G21140,"Elkhart-Goshen, IN Metro Area",-12324,65,666,359,-3,7197,13528
42660,21340,"Seattle-Tacoma-Bellevue, WA Metro Area","El Paso, TX Metro Area",MOVEDOUT,342,207,"c(-121.881387433741, 47.5574033466574)","c(-106.234828732532, 31.7685507164602)",G21340,2011-2015,"El Paso, TX Metro Area",113600,2016-2020,21340,"El Paso, TX Metro Area",126200,12600,G21340,"El Paso, TX Metro Area",-343252,4190,4330,3789,886,104504,290563
42660,21420,"Seattle-Tacoma-Bellevue, WA Metro Area","Enid, OK Metro Area",MOVEDOUT,86,99,"c(-121.881387433741, 47.5574033466574)","c(-97.7827232561481, 36.3790587109412)",G21420,2011-2015,"Enid, OK Micro Area",96900,2016-2020,21420,"Enid, OK Metro Area",119000,22100,G21420,"Enid, OK Micro Area",-5510,-64,202,118,1840,1327,4353
42660,21500,"Seattle-Tacoma-Bellevue, WA Metro Area","Erie, PA Metro Area",MOVEDOUT,29,26,"c(-121.881387433741, 47.5574033466574)","c(-80.0981063430658, 42.1174762411053)",G21500,2011-2015,"Erie, PA Metro Area",118200,2016-2020,21500,"Erie, PA Metro Area",138500,20300,G21500,"Erie, PA Metro Area",-24838,429,-89,3303,-30,1418,10117
42660,21660,"Seattle-Tacoma-Bellevue, WA Metro Area","Eugene-Springfield, OR Metro Area",MOVEDOUT,844,379,"c(-121.881387433741, 47.5574033466574)","c(-122.876549729646, 43.9415522743403)",G21660,2011-2015,"Eugene, OR Metro Area",215300,2016-2020,21660,"Eugene-Springfield, OR Metro Area",280000,64700,G21660,"Eugene-Springfield, OR Metro Area",-1490.9500000000116,1291,604,1297.9899999999998,246,5179.01,24128.980000000003
42660,21780,"Seattle-Tacoma-Bellevue, WA Metro Area","Evansville, IN-KY Metro Area",MOVEDOUT,30,33,"c(-121.881387433741, 47.5574033466574)","c(-87.5950482597958, 37.9795487676575)",G21780,2011-2015,"Evansville, IN-KY Metro Area",123400,2016-2020,21780,"Evansville, IN-KY Metro Area",146000,22600,G21780,"Evansville, IN-KY Metro Area",-16223,1579,95,1250,579,1964,12157
42660,21820,"Seattle-Tacoma-Bellevue, WA Metro Area","Fairbanks, AK Metro Area",MOVEDOUT,45,55,"c(-121.881387433741, 47.5574033466574)","c(-146.562798691879, 64.8085186893039)",G21820,2011-2015,"Fairbanks, AK Metro Area",218100,2016-2020,21820,"Fairbanks, AK Metro Area",240300,22200,G21820,"Fairbanks, AK Metro Area",-9207.89,-409,675.8100000000004,513,208,790.9699999999998,5498.99
42660,22020,"Seattle-Tacoma-Bellevue, WA Metro Area","Fargo, ND-MN Metro Area",MOVEDOUT,158,220,"c(-121.881387433741, 47.5574033466574)","c(-96.9655108572927, 46.9178157010302)",G22020,2011-2015,"Fargo, ND-MN Metro Area",167700,2016-2020,22020,"Fargo, ND-MN Metro Area",225600,57900,G22020,"Fargo, ND-MN Metro Area",14766,11883,1131,2471,48,1537,9230
42660,22180,"Seattle-Tacoma-Bellevue, WA Metro Area","Fayetteville, NC Metro Area",MOVEDOUT,501,233,"c(-121.881387433741, 47.5574033466574)","c(-78.9803636528555, 35.0369338197994)",G22180,2011-2015,"Fayetteville, NC Metro Area",131000,2016-2020,22180,"Fayetteville, NC Metro Area",146800,15800,G22180,"Fayetteville, NC Metro Area",-22415.48000000001,11494.869999999995,-20.8799999999992,2346.09,325,6867.759999999998,21738.35
42660,22220,"Seattle-Tacoma-Bellevue, WA Metro Area","Fayetteville-Springdale-Rogers, AR Metro Area",MOVEDOUT,102,72,"c(-121.881387433741, 47.5574033466574)","c(-94.1215703782321, 36.1961825591586)",G22220,2011-2015,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",146800,2016-2020,22220,"Fayetteville-Springdale-Rogers, AR Metro Area",186500,39700,G22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",21507.429999999993,4878.98,2491.9699999999993,8911.98,7476,13374,48186.18
42660,22380,"Seattle-Tacoma-Bellevue, WA Metro Area","Flagstaff, AZ Metro Area",MOVEDOUT,113,69,"c(-121.881387433741, 47.5574033466574)","c(-111.770504874854, 35.8387298410829)",G22380,2011-2015,"Flagstaff, AZ Metro Area",219300,2016-2020,22380,"Flagstaff, AZ Metro Area",299100,79800,G22380,"Flagstaff, AZ Metro Area",360.8399999999965,331.8599999999999,-489.1399999999994,827.1399999999999,98,665.1099999999997,8850.73
42660,22420,"Seattle-Tacoma-Bellevue, WA Metro Area","Flint, MI Metro Area",MOVEDOUT,45,46,"c(-121.881387433741, 47.5574033466574)","c(-83.7067110469089, 43.0217229131313)",G22420,2011-2015,"Flint, MI Metro Area",88500,2016-2020,22420,"Flint, MI Metro Area",119500,31000,G22420,"Flint, MI Metro Area",-28138.030000000028,-8213,-507,209,43,1764.9700000000003,15261.970000000001
42660,22500,"Seattle-Tacoma-Bellevue, WA Metro Area","Florence, SC Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-79.8084495577625, 34.1520189913295)",G22500,2011-2015,"Florence, SC Metro Area",109000,2016-2020,22500,"Florence, SC Metro Area",125100,16100,G22500,"Florence, SC Metro Area",-9624.009999999995,-2369,-60,743,45,674,4989
42660,22660,"Seattle-Tacoma-Bellevue, WA Metro Area","Fort Collins, CO Metro Area",MOVEDOUT,405,199,"c(-121.881387433741, 47.5574033466574)","c(-105.4611554898, 40.6664134977079)",G22660,2011-2015,"Fort Collins, CO Metro Area",263400,2016-2020,22660,"Fort Collins, CO Metro Area",390600,127200,G22660,"Fort Collins-Loveland, CO Metro Area",24728,1315,672,2738,101,4067,25815
42660,22900,"Seattle-Tacoma-Bellevue, WA Metro Area","Fort Smith, AR-OK Metro Area",MOVEDOUT,61,85,"c(-121.881387433741, 47.5574033466574)","c(-94.4634802302281, 35.2393827289611)",G22900,2011-2015,"Fort Smith, AR-OK Metro Area",103000,2016-2020,22900,"Fort Smith, AR-OK Metro Area",119500,16500,G22900,"Fort Smith, AR-OK Metro Area",-28405.329999999987,-131.04000000000087,1969.0200000000004,854.0200000000004,-4,1638.9799999999996,17927.82
42660,23060,"Seattle-Tacoma-Bellevue, WA Metro Area","Fort Wayne, IN Metro Area",MOVEDOUT,11,17,"c(-121.881387433741, 47.5574033466574)","c(-85.2167747315693, 41.0053998865496)",G23060,2011-2015,"Fort Wayne, IN Metro Area",116000,2016-2020,23060,"Fort Wayne, IN Metro Area",138200,22200,G23060,"Fort Wayne, IN Metro Area",-5531,3055,427,8674,-37,6340,18596
42660,23420,"Seattle-Tacoma-Bellevue, WA Metro Area","Fresno, CA Metro Area",MOVEDOUT,339,206,"c(-121.881387433741, 47.5574033466574)","c(-119.649321243709, 36.7581795068282)",G23420,2011-2015,"Fresno, CA Metro Area",194600,2016-2020,23420,"Fresno, CA Metro Area",271000,76400,G23420,"Fresno, CA Metro Area",-140467,-816,6394,23971,260,67745,121117
42660,23460,"Seattle-Tacoma-Bellevue, WA Metro Area","Gadsden, AL Metro Area",MOVEDOUT,22,34,"c(-121.881387433741, 47.5574033466574)","c(-86.0347622049929, 34.0452541283326)",G23460,2011-2015,"Gadsden, AL Metro Area",100400,2016-2020,23460,"Gadsden, AL Metro Area",124400,24000,G23460,"Gadsden, AL Metro Area",-5239,-650,291,255,-117,754,3712
42660,23540,"Seattle-Tacoma-Bellevue, WA Metro Area","Gainesville, FL Metro Area",MOVEDOUT,141,114,"c(-121.881387433741, 47.5574033466574)","c(-82.4765105761008, 29.6884615190268)",G23540,2011-2015,"Gainesville, FL Metro Area",159400,2016-2020,23540,"Gainesville, FL Metro Area",181700,22300,G23540,"Gainesville, FL Metro Area",-2137,1778,66,4845,-28,5659,21874
42660,23580,"Seattle-Tacoma-Bellevue, WA Metro Area","Gainesville, GA Metro Area",MOVEDOUT,261,347,"c(-121.881387433741, 47.5574033466574)","c(-83.81968107976, 34.3168890166057)",G23580,2011-2015,"Gainesville, GA Metro Area",159700,2016-2020,23580,"Gainesville, GA Metro Area",212700,53000,G23580,"Gainesville, GA Metro Area",-2440.5399999999936,1383.17,928,1028,-60,4302.029999999999,18328.27
42660,23900,"Seattle-Tacoma-Bellevue, WA Metro Area","Gettysburg, PA Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-77.2178877899673, 39.8714493465011)",G23900,2011-2015,"Gettysburg, PA Metro Area",193100,2016-2020,23900,"Gettysburg, PA Metro Area",212300,19200,G23900,"Gettysburg, PA Micro Area",-3519,-2,127,229,17,1306,4287
42660,24140,"Seattle-Tacoma-Bellevue, WA Metro Area","Goldsboro, NC Metro Area",MOVEDOUT,66,98,"c(-121.881387433741, 47.5574033466574)","c(-78.0041479592364, 35.3637814163698)",G24140,2011-2015,"Goldsboro, NC Metro Area",110400,2016-2020,24140,"Goldsboro, NC Metro Area",125900,15500,G24140,"Goldsboro, NC Metro Area",-9693,-2718,199,145,13,1963,4768
42660,24220,"Seattle-Tacoma-Bellevue, WA Metro Area","Grand Forks, ND-MN Metro Area",MOVEDOUT,97,53,"c(-121.881387433741, 47.5574033466574)","c(-96.8444066246141, 47.8359640794909)",G24220,2011-2015,"Grand Forks, ND-MN Metro Area",153600,2016-2020,24220,"Grand Forks, ND-MN Metro Area",195500,41900,G24220,"Grand Forks, ND-MN Metro Area",-2568,2411,156,1142,21,571,4168
42660,24260,"Seattle-Tacoma-Bellevue, WA Metro Area","Grand Island, NE Metro Area",MOVEDOUT,27,40,"c(-121.881387433741, 47.5574033466574)","c(-98.3657055022168, 41.0868247276053)",G24260,2011-2015,"Grand Island, NE Metro Area",116300,2016-2020,24260,"Grand Island, NE Metro Area",150600,34300,G24260,"Grand Island, NE Micro Area",-5134.050000000003,924,395,92,-76,3061,5050.15
42660,24300,"Seattle-Tacoma-Bellevue, WA Metro Area","Grand Junction, CO Metro Area",MOVEDOUT,70,47,"c(-121.881387433741, 47.5574033466574)","c(-108.466450737248, 39.0182788935768)",G24300,2011-2015,"Grand Junction, CO Metro Area",199000,2016-2020,24300,"Grand Junction, CO Metro Area",245000,46000,G24300,"Grand Junction, CO Metro Area",-3211,216,169,555,47,-57,11261
42660,24340,"Seattle-Tacoma-Bellevue, WA Metro Area","Grand Rapids-Kentwood, MI Metro Area",MOVEDOUT,178,144,"c(-121.881387433741, 47.5574033466574)","c(-85.4822361365848, 43.084939413302)",G24340,2011-2015,"Grand Rapids-Wyoming, MI Metro Area",141100,2016-2020,24340,"Grand Rapids-Kentwood, MI Metro Area",186500,45400,G24340,"Grand Rapids-Wyoming, MI Metro Area",-1872.6999999999534,6094,924,7950,-6,11102,38828.02
42660,24420,"Seattle-Tacoma-Bellevue, WA Metro Area","Grants Pass, OR Metro Area",MOVEDOUT,22,23,"c(-121.881387433741, 47.5574033466574)","c(-123.555579623396, 42.3654604606443)",G24420,2011-2015,"Grants Pass, OR Metro Area",215900,2016-2020,24420,"Grants Pass, OR Metro Area",281500,65600,G24420,"Grants Pass, OR Micro Area",-1105.0099999999948,68,-62,205,-17,912,5376
42660,24500,"Seattle-Tacoma-Bellevue, WA Metro Area","Great Falls, MT Metro Area",MOVEDOUT,77,63,"c(-121.881387433741, 47.5574033466574)","c(-111.347149656136, 47.308018208444)",G24500,2011-2015,"Great Falls, MT Metro Area",162100,2016-2020,24500,"Great Falls, MT Metro Area",184400,22300,G24500,"Great Falls, MT Metro Area",-2318.4900000000052,186,517,268,34,613,3788.01
42660,24540,"Seattle-Tacoma-Bellevue, WA Metro Area","Greeley, CO Metro Area",MOVEDOUT,95,94,"c(-121.881387433741, 47.5574033466574)","c(-104.392514145513, 40.5548497381483)",G24540,2011-2015,"Greeley, CO Metro Area",210100,2016-2020,24540,"Greeley, CO Metro Area",326100,116000,G24540,"Greeley, CO Metro Area",22299.209999999992,2072.0299999999997,1458.2299999999996,2846,149,9492.129999999997,37865.19
42660,24580,"Seattle-Tacoma-Bellevue, WA Metro Area","Green Bay, WI Metro Area",MOVEDOUT,49,36,"c(-121.881387433741, 47.5574033466574)","c(-87.8250637264456, 44.6988090646894)",G24580,2011-2015,"Green Bay, WI Metro Area",156800,2016-2020,24580,"Green Bay, WI Metro Area",176800,20000,G24580,"Green Bay, WI Metro Area",-2278,2923,921,1808,14,3021,15618
42660,24660,"Seattle-Tacoma-Bellevue, WA Metro Area","Greensboro-High Point, NC Metro Area",MOVEDOUT,119,107,"c(-121.881387433741, 47.5574033466574)","c(-79.7917392679558, 36.025952575879)",G24660,2011-2015,"Greensboro-High Point, NC Metro Area",140700,2016-2020,24660,"Greensboro-High Point, NC Metro Area",155200,14500,G24660,"Greensboro-High Point, NC Metro Area",-30227.390000000014,22654.98999999999,884.1899999999996,10560.2,-17,14899.410000000003,34038.69
42660,24780,"Seattle-Tacoma-Bellevue, WA Metro Area","Greenville, NC Metro Area",MOVEDOUT,0,NA,"c(-121.881387433741, 47.5574033466574)","c(-77.4616739354598, 35.5622864456225)",G24780,2011-2015,"Greenville, NC Metro Area",135300,2016-2020,24780,"Greenville, NC Metro Area",146700,11400,G24780,"Greenville, NC Metro Area",-11140.919999999998,2443.1100000000006,159.01999999999998,433,15,2732.1499999999996,6534.049999999999
